id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28253363,"Large Private Unit w/ Projector, Parking, &Laundry",5838524,Caroline,Portage Park,41.93887,-87.77351,Entire home/apt,80,2,24,2019-10-22,1.02,1,0
28253638,North Center/Roscoe Village Single Family Home,8330730,Ed,North Center,41.94737,-87.68984,Shared room,250,2,1,2018-09-16,0.04,1,88
28254494,Private bedroom and bathroom in West Town,23562126,Brendan,West Town,41.894459999999995,-87.67775,Private room,79,2,66,2020-08-03,2.66,1,178
28257840,Beautiful comfy quiet spot w private entrance,20365985,Brianne,Logan Square,41.91506,-87.70933000000001,Private room,90,1,52,2020-08-21,2.16,1,364
28260301,Convenient Brand New 3 Bedroom Apartment w/WIFI,213450737,John,Bridgeport,41.845420000000004,-87.64562,Entire home/apt,166,2,92,2020-09-06,3.71,1,356
28281379,"Cozy, quiet, artsy, vintage, queer-friendly room",36541232,G,West Town,41.904309999999995,-87.6872,Private room,37,1,38,2020-08-06,1.55,2,19
28283064,"Belmont House, Classy & Chic/walk to Wrigley Fld",58261438,Blaise,Lake View,41.93886,-87.66547,Entire home/apt,113,2,47,2020-09-15,3.18,1,349
28283291,Little Village Chicago Apartment,155965316,Spring,North Lawndale,41.85958,-87.69544,Private room,100,2,1,2018-09-17,0.04,1,88
28285513,Lofty B &B 10 minutes from the Loop & trail.,212240618,Felicia,Logan Square,41.91442,-87.71793000000001,Private room,296,3,1,2018-10-07,0.04,2,90
28287649,Home away from home!,60521191,Sonia,Lincoln Park,41.91605,-87.63938,Entire home/apt,175,2,20,2020-09-03,0.83,1,347
28300542,"Comfortable North Center Garden Apartment, 2BR",127245480,Paula,North Center,41.95681,-87.67730999999999,Entire home/apt,125,2,35,2020-09-06,1.42,1,134
28301181,"Beautiful 1BDRM + patio, walk2food&fun + parking",7360656,Doug,West Town,41.90076,-87.69963,Entire home/apt,67,5,60,2020-08-30,2.43,1,123
28313956,Miss Della's Garden Suite,8675198,Kila,Grand Boulevard,41.80808,-87.60936,Entire home/apt,56,2,54,2020-03-01,2.19,1,121
28333851,Humboldt Hide Away,213949389,Chad,West Town,41.9053,-87.6887,Entire home/apt,85,1,94,2020-08-30,4.2,1,165
28340486,Oasis in The Chi - QUEEN2,17493679,Cass,Auburn Gresham,41.75275,-87.65634,Private room,79,2,2,2019-10-15,0.08,3,82
28354912,Sunny 2BR Lincoln Park duplex Sheffield & Armitage,212991968,Jennifer,Lincoln Park,41.91557,-87.65258,Entire home/apt,214,2,1,2020-07-12,0.42,1,65
28359732,Custom Apartment in the heart of Avondale,30435360,Jen,Avondale,41.93442,-87.71063000000001,Entire home/apt,150,2,38,2020-09-06,1.59,1,353
28370117,Convenient Modern 1-bed Apt in University Village,30992941,Ali,Near West Side,41.86204,-87.64751,Entire home/apt,85,2,8,2018-12-25,0.32,1,0
28380533,Uptown Gem with FREE Car Parking Spaces Included,35681660,Jayme,Uptown,41.96217,-87.65384,Entire home/apt,229,4,2,2018-12-26,0.09,3,0
28402457,Lovely 1920's Quiet Charming Building,12909422,Stephanie,Rogers Park,42.02198,-87.66571,Private room,42,2,1,2018-10-14,0.04,1,64
28405971,West Town Nook,52806890,Inez,West Town,41.89692,-87.67126,Entire home/apt,75,2,76,2020-09-06,3.09,1,67
28432105,TOP FLOOR SUITS - NORTH,214461984,Alba,Austin,41.887159999999994,-87.7713,Entire home/apt,60,2,84,2020-09-14,3.49,1,354
28437341,LollaPalooza Master Bedroom in Lincoln Park,214678665,Roberto,Lincoln Park,41.93097,-87.64379,Private room,199,1,1,2018-10-07,0.04,1,89
28441945,Wonderful Space with Free Street Parking,8480922,Samuel,Albany Park,41.96987,-87.70636,Private room,40,2,62,2020-03-09,2.52,4,0
28442988,Cozy Room with Free Street Parking,8480922,Samuel,Albany Park,41.96848,-87.70767,Private room,43,2,83,2020-04-12,3.44,4,0
28444302,Beautiful & Inspiring Three Bedroom Home in Roscoe Village,86318831,Andrei,North Center,41.940690000000004,-87.67831,Entire home/apt,197,1,118,2020-09-20,4.97,5,53
28510957,King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90722,-87.67312,Hotel room,139,1,2,2020-01-26,0.23,11,353
28511402,Gorgeous King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90739,-87.67313,Hotel room,138,1,7,2020-08-12,0.29,11,0
28511708,Queen Room w/ Balcony in Boutique Wicker Park B&B,81779,Laura,West Town,41.90775,-87.67342,Hotel room,139,1,13,2020-08-09,0.69,11,351
28511827,Romantic Queen Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.90713,-87.67194,Hotel room,129,1,1,2019-04-06,0.06,11,340
28511937,Romantic King Room in Boutique Wicker Park B&B,81779,Laura,West Town,41.905590000000004,-87.6723,Hotel room,144,1,3,2019-09-23,0.13,11,339
28513219,Top Floor 2 Bedrooms,56430566,Victor,Englewood,41.77377,-87.6536,Entire home/apt,55,4,13,2020-07-27,0.53,1,81
28522014,"3BDRM Gorgeous apt. Pilsen Hist Dist, FREE Parking",149317569,Tony,Lower West Side,41.85215,-87.6819,Entire home/apt,105,2,58,2020-09-08,2.38,2,196
28538337,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,Near North Side,41.89263,-87.62618,Hotel room,31,4,450,2020-09-18,18.91,24,331
28545001,Sonder *Monthly Discounts* 2BR at The Plymouth,12243051,Sonder,Loop,41.87712,-87.62801999999999,Private room,162,3,58,2020-09-05,2.4,47,188
28545134,Sonder *Monthly Discounts* 3BR at The Plymouth,12243051,Sonder,Loop,41.87515,-87.62795,Private room,190,3,12,2020-02-23,0.73,47,183
28545309,Sonder | 4BR Near Trader Joe's,12243051,Sonder,Loop,41.875370000000004,-87.62827,Private room,179,3,51,2020-09-06,2.25,47,189
28546330,Sonder | Spacious 3BR in South Loop,12243051,Sonder,Loop,41.8773,-87.62815,Private room,165,3,72,2020-09-06,3.02,47,186
28558169,"Beautiful 2BR overlooking park, 3 mi from downtown",25561251,Jason,Bridgeport,41.83999,-87.6488,Entire home/apt,66,2,98,2020-09-15,4.02,2,161
28564489,Convenient Hyde Park 2 Bedroom Apartment,215582020,Stephen And Trecia,Hyde Park,41.80125,-87.58876,Entire home/apt,90,2,89,2020-08-23,3.78,1,266
28586425,Wicker Park spacious bedroom + private bathroom,178817398,Victor,West Town,41.90481,-87.6822,Private room,55,1,125,2020-07-25,5.19,1,77
28587758,Fun Apartment in the Ukrainian Village,976343,Erica & Ryan,West Town,41.900929999999995,-87.6955,Entire home/apt,150,3,120,2020-09-07,5.07,1,185
28591197,Bright and Cozy 2BR Bursting w/Local Art. Sleeps 6,22497978,Kate,North Center,41.96014,-87.68296,Entire home/apt,200,1,76,2020-03-15,3.27,1,0
28612926,1 mile from Wrigley Field,6740588,Kelly,Lake View,41.9393,-87.66603,Entire home/apt,79,1,103,2020-09-18,5.83,1,15
28615463,Chicago Vintage Home,189215722,Teresa,Bridgeport,41.83887,-87.63924,Entire home/apt,81,2,42,2020-09-06,1.73,1,177
28635257,"Heart of Chicago,by the Beach &train 3 bedrooms",94051286,Tammie,Edgewater,41.98762,-87.65809,Entire home/apt,160,2,25,2020-07-05,1.19,1,341
28666478,"Logan Square Apt w/ Deck, Walk to Bars & the L!",121719854,Evolve Vacation Rental,Logan Square,41.918859999999995,-87.69606999999999,Entire home/apt,140,2,3,2020-09-07,0.26,5,187
28696076,"Bright,  comfortable condo in heart of Wicker Park",16924212,Morgan,West Town,41.909659999999995,-87.66897,Entire home/apt,200,3,1,2018-10-08,0.04,2,0
28713157,PRIVATE LUXURY in Wicker Park Wonder,216589393,Tasneem,West Town,41.90537,-87.67556,Private room,95,2,27,2020-03-15,1.12,4,0
28714602,MedDistrict Expansive Renovated 1 bedroom MONTHLY,100782278,Emily & Rich,Near West Side,41.87915,-87.68231,Entire home/apt,75,41,4,2019-09-07,0.19,28,326
28715658,"3 Bed, 2 Full Bath Apt - Rogers Park, N Sheridan",216607517,Winnemac Properties,Rogers Park,42.006,-87.66083,Entire home/apt,125,2,42,2020-03-14,2.14,3,0
28738098,"Brand New Apartment 
1 block from Wrigley Field",8961240,Salvatore,Lake View,41.95021,-87.65855,Entire home/apt,299,2,33,2020-03-01,1.53,2,0
28738591,Beautiful Wrigleyville Apartment,8961240,Salvatore,Lake View,41.951640000000005,-87.65921999999999,Entire home/apt,136,2,16,2020-09-07,0.68,2,6
28742857,The Dr. Richard Kimball Arms,265864,Claire,Logan Square,41.929159999999996,-87.71296,Entire home/apt,180,1,11,2019-01-20,0.49,1,0
28762790,High Rise Chicago Condo...steps from Wrigley,167534223,Naseem,Lake View,41.94832,-87.64456,Entire home/apt,250,2,1,2018-10-07,0.04,1,0
28777485,Angie & Mike's Nest,217063561,Angie,Humboldt Park,41.90573,-87.71281,Entire home/apt,106,1,17,2020-05-21,2.19,1,137
28781186,Vintage Gold Coast Apartment,35105490,Kate,Near North Side,41.90704,-87.62892,Entire home/apt,55,4,7,2020-02-23,0.31,1,0
28781622,221 Room 3 - A Private Room in Heart of Chinatown,217094024,Helen,Armour Square,41.85011,-87.63264000000001,Private room,17,1,73,2020-06-26,3.03,14,0
28803574,Bright family-friendly Lincoln Square 2-bed 1-bath,8536881,Marla,Lincoln Square,41.97302,-87.69291,Entire home/apt,96,1,125,2020-09-08,5.31,1,305
28804857,221 Room 6 - A Private Room in Heart of Chinatown,217094024,Helen,Armour Square,41.85068,-87.6344,Private room,40,1,53,2020-08-02,2.21,14,365
28805198,221 Room 1 - A Private Room in Heart of Chinatown,217094024,Helen,Armour Square,41.85054,-87.63410999999999,Private room,40,1,71,2020-08-17,2.95,14,365
28805500,Luxury High Floor Apartment in Downtown Chicago,48956493,Farid,Near North Side,41.89482,-87.62581,Entire home/apt,83,30,9,2019-09-30,0.39,1,0
28806294,Magical Elf Quarters,211128274,Aj,Avondale,41.94021,-87.71603,Entire home/apt,64,1,155,2020-09-19,6.4,2,29
28806596,Stay in a 2BR Converted Firehouse!,61819983,Joe,Uptown,41.969359999999995,-87.65956,Entire home/apt,123,3,83,2020-09-16,3.48,2,351
28811137,Cozy loft in Chicago's Uptown near CTA/Red Line,138808212,Steve,Uptown,41.96799,-87.65763000000001,Entire home/apt,100,2,121,2020-09-14,5.36,1,309
28819602,Standout Bronzeville 3BR Apartment Near Downtown,147648729,Mel,Grand Boulevard,41.81708,-87.60946,Entire home/apt,180,2,30,2019-11-11,1.26,5,4
28828555,Duplex in Logan Square! 3BR with Vintage Details,52704607,Nick,Logan Square,41.91965,-87.70226,Entire home/apt,124,3,48,2020-08-28,2.01,4,340
28832946,R5 Lincoln Park / Lakeview / Zoo,23612069,Tj,Lincoln Park,41.9275,-87.63982,Entire home/apt,73,1,121,2020-09-13,5.08,15,83
28833234,S5 Old Town / Downtown / Lincoln Park / Gold Coast,23612069,Tj,Near North Side,41.90837,-87.63452,Entire home/apt,77,1,101,2020-09-07,4.19,15,84
28838019,Chicago whole ApartmentBuena Park,185034009,Emilia,Uptown,41.95704,-87.65139,Entire home/apt,50,2,6,2019-12-31,0.25,1,232
28861926,"Luxury River 1bed + bath, steps to the Loop!",63313003,K,Near North Side,41.88858,-87.63401,Entire home/apt,145,12,4,2019-09-15,0.17,31,365
28862636,Pilsen’s Charcoal Building,195172126,Christopher,Lower West Side,41.854459999999996,-87.6696,Entire home/apt,125,7,1,2018-10-17,0.04,1,0
28863800,MedDistrict Modern Suite Newly Remodeled MONTHLY,100782278,Emily & Rich,Near West Side,41.877359999999996,-87.68233000000001,Private room,44,41,5,2020-08-27,0.35,28,365
28864302,Pilsen Boutique Renovated 2bed/1bath Apt MONTHLY,100782278,Emily & Rich,Lower West Side,41.849109999999996,-87.67968,Entire home/apt,73,41,6,2020-06-11,0.29,28,333
28872489,A Pilsen Wonderland,217679478,Patricia,Lower West Side,41.84753,-87.68327,Entire home/apt,101,1,108,2020-09-14,4.54,1,116
28891487,"Near Downtown, Lake, and Zoo; Sleeps 6",19634809,Grace,Lincoln Park,41.91945,-87.64316,Entire home/apt,154,1,52,2020-03-15,2.21,1,0
28909247,Alluring Condo Minutes from the Loop & 606 Trail,212240618,Felicia,Logan Square,41.914609999999996,-87.71903,Private room,170,2,9,2019-10-20,0.38,2,88
28911548,Affordable Hyde Park private room free UofC rides,38703378,Jenny,Hyde Park,41.80128,-87.60134000000001,Private room,31,5,2,2018-12-04,0.09,1,0
28912832,Austin Garden Apartment,217927066,Helen,Austin,41.88098,-87.77049,Entire home/apt,50,7,19,2020-08-22,1.06,7,115
28913455,Checkerboard Studio with Private Outdoor Hot Tub and Yard,30073391,Brad,West Town,41.90733,-87.68898,Entire home/apt,121,2,113,2020-08-27,4.73,2,160
28913644,Simply stunning 1BD good for extended stays,8534462,Barsala,Near North Side,41.88854,-87.63291,Entire home/apt,234,2,3,2020-02-17,0.18,47,69
28913992,A home away from home.,217948881,Steven,West Pullman,41.68289,-87.65318,Private room,100,2,2,2018-11-28,0.09,1,365
28916065,"Unique, comfortable oasis in the city",92534777,Ria,Avondale,41.93475,-87.69291,Entire home/apt,125,1,82,2020-09-06,3.46,2,178
28927616,Modern Relaxing Northside Apt. in Jefferson Park,27906877,Bojan,Jefferson Park,41.98403,-87.77749,Entire home/apt,90,2,68,2020-03-18,2.85,1,257
28934756,West Loop Getaway or business in the city?,140496684,John,Near West Side,41.881440000000005,-87.64323,Entire home/apt,149,2,6,2018-11-04,0.25,1,0
28939835,Tastefully Decorated Lincoln Park 2 Bedroom,45312905,Alka,Lincoln Park,41.93051,-87.64967,Private room,76,1,9,2019-06-30,0.38,1,0
28941485,Old Town Charmer - Near Lincoln Park & Zoo,160076232,Noemi,Lincoln Park,41.91596,-87.63584,Entire home/apt,236,3,38,2020-09-07,2.82,1,26
28941532,Hip Studio Loft in Heart of Bucktown/Wicker Park,218154718,SuzAnn,West Town,41.90918,-87.67742,Entire home/apt,121,2,11,2019-10-21,0.47,1,172
28948015,Master Bedrm with private bathrm/large closet MB1,18714715,Aiste,Near West Side,41.88038,-87.6877,Private room,50,32,5,2020-03-21,0.31,9,365
28948832,Bright Spacious Bedroom with closet BB1,18714715,Aiste,Near West Side,41.87976,-87.68795,Private room,35,32,5,2020-08-24,0.28,9,303
28952882,"The Unicorn Room, 8 minutes away from Loop",30277161,Shawn,Near West Side,41.86166,-87.65028000000001,Private room,50,1,21,2019-07-31,0.9,1,0
28953969,"Entire Bucktown Home, 4BR/2BA Sleeps 10 Near Train",1698304,Kwaku + Jessica,West Town,41.91426,-87.68148000000001,Entire home/apt,163,3,63,2020-09-07,2.64,1,152
28962930,Affordable Room in Historic Ukrainian Village Apt,30727075,Will,West Town,41.89666,-87.68245,Private room,53,2,24,2020-03-09,1.02,1,0
28965978,Private room in Wicker Park (new!),208571914,Shane,West Town,41.90522,-87.66905,Private room,75,1,14,2020-02-16,0.59,1,351
28990580,"LUXURY 2 bed/bath FREE street parking, FREE coffee",2957631,Daniel,West Town,41.8927,-87.67106,Entire home/apt,265,2,7,2019-09-15,0.3,1,0
28991510,Renovated 1BR with lots of natural light!,9094538,Nicole,Edgewater,41.98988,-87.66088,Entire home/apt,44,1,23,2020-08-31,0.97,37,115
28992185,THE EURO PAXTON CONDO,218523828,Saundra,South Shore,41.77061,-87.57236,Entire home/apt,160,2,3,2019-07-07,0.16,1,365
29002556,Near University of Chicago- Close to everything,52819572,Tim & Monica,Fuller Park,41.79642,-87.63351,Entire home/apt,55,1,135,2020-09-06,5.66,1,71
29008073,Work from home in this beautiful studio in River North,8534462,Barsala,Near North Side,41.88919,-87.6343,Entire home/apt,179,2,21,2020-07-17,1.0,47,188
29009115,Awesome 1BD at the Heart of River North good for longer stays,8534462,Barsala,Near North Side,41.888329999999996,-87.63261999999999,Entire home/apt,234,2,1,2020-02-07,0.13,47,21
29009120,Cook meals at home in this studio with a full kitchen,8534462,Barsala,Near North Side,41.88981,-87.63463,Entire home/apt,179,2,25,2020-08-28,1.21,47,208
29010135,"Avoid frontdesks in this River North's chic studio, fast wifi",8534462,Barsala,Near North Side,41.888999999999996,-87.63247,Entire home/apt,179,2,45,2020-07-06,2.14,47,62
29011000,"Professionally-cleaned studio in River North, full kitchen",8534462,Barsala,Near North Side,41.88818,-87.63247,Entire home/apt,179,2,23,2020-08-23,1.13,47,69
29015671,Bohemian basement. McCormick Place. Trains.  Bike.,1385332,Patt,Douglas,41.829159999999995,-87.6203,Private room,27,32,13,2019-10-27,0.54,12,364
29027386,jean's house: a thoughtfully designed duplex down,182030137,Larry,Edgewater,41.98489,-87.67094,Entire home/apt,300,3,44,2020-02-16,1.86,2,168
29031690,East Pilsen art loft,49816545,Suzanne,Lower West Side,41.85815,-87.64220999999999,Entire home/apt,80,1,138,2020-03-01,5.78,3,0
29031953,MODERN PRIVATE Room in the heart of Wicker Park,216589393,Tasneem,West Town,41.90655,-87.67456,Private room,50,2,9,2020-03-18,0.38,4,0
29051115,420 Friendly R3 “Hancock Tower Suite” Patio/Grill,35342456,Roberto,Portage Park,41.93915,-87.75511999999999,Private room,60,2,3,2020-08-09,0.22,16,364
29051465,"420 Friendly - Rm#4 ""Mary Jane Suite” Patio/Grill",35342456,Roberto,Portage Park,41.940459999999995,-87.75738,Private room,63,2,4,2020-08-20,0.17,16,362
29053143,"Sunny, Cozy, Colorful  Andersonville",218940261,Lida,Uptown,41.97397,-87.67147,Entire home/apt,91,1,71,2020-09-13,3.19,1,129
29059759,Spacious Beautiful Home 4bedroom/2b-25min Downtown,84156165,Jose,Fuller Park,41.81208,-87.6343,Entire home/apt,109,1,62,2020-09-06,2.62,1,79
29063007,*COOL South Loop Loft 5 min to Downtown/McCormick,178356036,W.H.G.S.,Near South Side,41.85935,-87.62579000000001,Entire home/apt,76,3,117,2020-09-07,4.99,3,6
29076506,Large bedroom near the University of Chicago,219102815,Jeanne,Hyde Park,41.80103,-87.60126,Private room,24,32,5,2020-02-04,0.3,2,161
29080528,whole condo near downtown,22173789,Nausheen,Near West Side,41.86275,-87.64783,Entire home/apt,75,1,10,2018-11-21,0.43,1,0
29080968,Bedroom in Logan Square/Avondale Apartment,92023697,Jhoanna,Avondale,41.93466,-87.70133,Private room,55,2,18,2019-09-28,0.76,1,0
29093342,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,Near North Side,41.891220000000004,-87.62852,Hotel room,31,5,52,2020-09-12,2.4,24,331
29093360,Hotel Perks - Private Bedroom | Private Bathroom,57387860,Freehand,Near North Side,41.8923,-87.62734,Hotel room,98,5,2,2020-02-22,0.24,24,331
29093384,Traveler's Dream - 1 bed in a shared bedroom,57387860,Freehand,Near North Side,41.89114,-87.62666,Hotel room,31,5,68,2020-03-18,4.2,24,331
29093404,Great Studio for Jackson nurses or U of C interns,25173295,Angie,South Shore,41.76511,-87.56635,Entire home/apt,75,2,6,2019-10-22,0.37,12,365
29099202,5- Midway & McCormick house top entire place,34191427,Sonia,Brighton Park,41.82235,-87.69546,Entire home/apt,39,7,95,2020-09-02,3.99,5,164
29103060,Elegant & Clean Cottage Apt 20mins from O’Hare,54498471,Elliot & Deena,Jefferson Park,41.9711,-87.75731999999999,Entire home/apt,111,3,53,2020-09-15,3.48,1,277
29105419,Crispy Clean 2-Br Garden Unit in Ravenswood Manor,219356647,Lauresha & Luan,Albany Park,41.96607,-87.70492,Entire home/apt,99,2,38,2020-09-06,1.64,1,136
29105811,Cozy Logan Square condo,102855020,Char,Avondale,41.93421,-87.71348,Private room,80,1,5,2019-04-21,0.21,1,0
29107633,Cozy room off Chinatown - steps from the Line!,19073962,Jenny,Armour Square,41.855579999999996,-87.6336,Private room,50,7,72,2020-03-20,3.04,1,4
29119402,"Spacious 2Br at the Mine of Diamonds, Third Floor",30073391,Brad,West Town,41.90767,-87.69051999999999,Entire home/apt,95,2,69,2020-03-18,2.93,2,158
29120761,WELCOME TO NANCY'S PAD!,219447316,Nancy,Lake View,41.93974,-87.67078000000001,Entire home/apt,96,1,76,2020-09-14,3.22,1,340
29129510,"GREEN ROOM W/PRIVATE BATH, WALK TO TRAIN",1224828,Tippi,Irving Park,41.956920000000004,-87.72743,Private room,65,7,25,2020-02-16,1.06,2,179
29138087,Stunning Architectural Gem in the heart of it all,9762303,Mack,Near North Side,41.90495,-87.62947,Entire home/apt,175,3,47,2020-03-17,2.03,1,45
29155607,Beautiful Art Deco Apt With Stunning Views,1413606,Michael,Lake View,41.94148,-87.64126999999999,Entire home/apt,220,4,2,2020-09-07,0.77,2,316
29181655,Bright and Modern Gold Coast Studio,27120761,Nicole,Near North Side,41.89875,-87.62238,Entire home/apt,120,3,10,2019-10-21,0.43,1,0
29184092,"Lovely rehabbed 3 bed, 2 bath in Kenwood.",28932173,Niko,Kenwood,41.80328,-87.59304,Entire home/apt,200,3,1,2018-10-12,0.04,1,0
29187058,Big & Bright Wicker Park Apartment,16510613,Jacquelyn,West Town,41.90462,-87.67028,Entire home/apt,199,1,5,2019-09-29,0.22,1,24
29191144,*4BD APT modern spacious /private parking/WiFI,186408141,George,North Lawndale,41.863170000000004,-87.71516,Entire home/apt,80,1,49,2020-08-30,2.88,1,331
29191606,Beautiful New 3 BDRs near Chinatown and McCormick,219977804,Jake,Bridgeport,41.84385,-87.64724,Entire home/apt,166,2,63,2020-09-07,2.78,2,183
29194537,Quantum Schrodinger Apt,82114450,Jeanrive,Lincoln Park,41.92906,-87.66942,Private room,60,1,49,2020-08-24,2.44,1,363
29209444,"4BR Duplex - Newly Updated, Great Location!",87355152,Dario,Humboldt Park,41.91215,-87.70503000000001,Entire home/apt,101,2,48,2020-08-23,2.11,1,5
29209840,Stay with friends in Unique Andersonville Home!,90128865,Marty & Rob,Edgewater,41.98859,-87.67203,Private room,84,3,2,2019-06-11,0.12,3,140
29217499,BRAND NEW 3BR rehab in hip Logan Square!,25505766,Danielle,Logan Square,41.92407,-87.70267,Entire home/apt,150,2,72,2020-09-13,3.06,2,330
29217711,Animal House,220137466,Miranda,Bridgeport,41.83217,-87.64764,Entire home/apt,90,1,115,2020-09-19,5.07,1,353
29222176,Perfect Room for a Group in Center of Wicker Park,216589393,Tasneem,West Town,41.90489,-87.6747,Private room,60,2,12,2019-10-13,0.51,4,0
29231503,Restoring Chicago Speakeasy from 1920's Room 1A,51668477,Michael,Near North Side,41.89009,-87.63073,Private room,99,1,214,2020-09-20,9.16,8,335
29236141,2 bed 2.5 bath Bucktown Apartment,20267693,Josh,Logan Square,41.91942,-87.67591,Entire home/apt,105,2,18,2020-09-07,0.77,1,48
29256818,Private Coach House in the Heart of Northcenter,6117206,Thibauld,North Center,41.95759,-87.67981999999999,Entire home/apt,70,2,8,2019-04-10,0.35,1,0
29259262,J1.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,East Garfield Park,41.87412,-87.69312,Private room,29,2,98,2020-08-24,4.2,4,86
29278548,Cozy exposed brick home near Wicker Park,106741386,Olivia,West Town,41.90487,-87.68781,Entire home/apt,50,1,7,2019-04-05,0.31,2,0
29280135,✪ 30% Monthly Discount for Cozy 1 Bedroom ✪,106272773,"You Are Where I Go, LLC",West Town,41.90715,-87.66394,Entire home/apt,145,1,26,2020-03-19,1.6,1,0
29283596,Cortez House - 2BR - Free Parking - Great Beds,104346599,Jordan,West Town,41.900859999999994,-87.69265,Entire home/apt,249,2,63,2020-04-19,2.67,1,0
29301630,Two Bedroom Walk-up in Wicker Park,96996936,Sam,West Town,41.91126,-87.67398,Entire home/apt,135,2,9,2019-12-02,0.39,1,0
29302275,Bucktown Abode,130931381,Andrea & Kevin,Logan Square,41.91969,-87.68626,Entire home/apt,102,1,58,2020-09-06,2.48,1,110
29314167,Charming property close to where you want to be,218772280,Rocky,Near West Side,41.87318,-87.68451999999999,Entire home/apt,65,2,52,2020-03-15,2.24,1,0
29338532,West Loop Luxury Apt 5 min walk to Downtown,30602015,Sarah,Near West Side,41.87862,-87.6456,Entire home/apt,127,3,4,2019-10-20,0.17,1,0
29339327,Jaunt｜Beautiful Family Home｜Garage Parking | Patio,291819598,Jaunt,Lincoln Park,41.92572,-87.67017,Entire home/apt,145,2,110,2020-08-18,4.71,4,277
29359494,242 Room 1 - Cozy bedroom with private bathroom,217094024,Helen,Armour Square,41.85215,-87.63261,Private room,70,1,29,2020-07-19,1.24,14,0
29371395,J3.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,East Garfield Park,41.87437,-87.69496,Private room,29,2,96,2020-09-03,4.13,4,84
29371812,J4.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,East Garfield Park,41.87426,-87.69429000000001,Private room,29,5,76,2020-07-27,3.26,4,89
29371939,J5.Next to Downtown!By bus to go straight Downtown,220441747,Luiz,East Garfield Park,41.8734,-87.69499,Private room,27,2,100,2020-09-02,4.3,4,87
29385780,~ LAVISH CHICAGO RESIDENCE ~ FREE PARKING,94561128,Alex,Albany Park,41.96523,-87.71074,Private room,71,32,24,2020-05-30,1.08,11,78
29387862,Beautiful 1 br/1 ba in the Heart of Logan Square!,221390871,Douglas,Logan Square,41.92905,-87.70148,Entire home/apt,80,1,16,2019-12-14,0.7,1,0
29391145,Sawyer get-away in Logan Square,11013693,Clemencia,Logan Square,41.929320000000004,-87.70915,Entire home/apt,107,2,108,2020-09-18,4.68,2,166
29392758,Explore Chicago from an Urban Sanctuary with Free Parking,117498144,Dasha & Owen,Irving Park,41.94198,-87.72929,Entire home/apt,64,1,271,2020-09-20,11.7,4,328
29395575,Urban Oasis,221535744,Bart,Edison Park,41.99853,-87.80685,Entire home/apt,99,2,37,2020-09-13,1.63,1,360
29413045,"Gracious Chicago home, superb location",221566015,Molly,Kenwood,41.80816,-87.59339,Private room,90,1,36,2020-02-17,1.64,1,269
29417300,Wicker Park Historical District Guest Suite,41151770,Conor,West Town,41.90887,-87.67753,Entire home/apt,150,2,3,2020-09-06,3.0,4,22
29433347,Well Appointed Private Room - w/Garage Parking!,5046427,Christopher,Edgewater,41.98686,-87.65796,Private room,49,2,40,2019-10-14,1.73,1,47
29436273,Newly Decorated 1BR/1BA Apt. Safe & Convenient,166918192,Brad & Sara,Lake View,41.94276,-87.64646,Entire home/apt,104,1,67,2020-08-24,2.88,17,212
29436937,Cozy apartment next to the lake,46594815,Bella,Rogers Park,42.015159999999995,-87.66366,Entire home/apt,103,2,42,2020-09-14,1.83,1,62
29461247,Cozy Condo in the Heart of Hyde Park,10845941,Alice,Hyde Park,41.79837,-87.59227,Entire home/apt,100,4,7,2019-11-10,0.38,1,0
29480168,Chic & Prestine 1BR Perfect for Couple,166918192,Brad & Sara,Lake View,41.9433,-87.67085,Entire home/apt,93,1,70,2020-09-11,3.0,17,213
29481624,"Be Inspired in a Modernist, Creative, Light-Filled Loft",1482951,Daniel And Tes,Lower West Side,41.858270000000005,-87.65852,Entire home/apt,134,2,82,2020-09-14,3.54,2,247
29481873,Wicker Park En-suite Room in Modern & Stylish Home,285886,Eoghan,West Town,41.90715,-87.6689,Private room,62,1,33,2019-11-24,1.42,2,0
29488858,Old Irving Park / Avondale By Public Transport,31378386,Proper Stays,Irving Park,41.941140000000004,-87.7303,Private room,43,31,19,2020-03-15,0.82,9,364
29490593,"Stylish 1BR Apt, in Lakeview.  Perfect for Getaway",166918192,Brad & Sara,Lake View,41.93501,-87.64428000000001,Entire home/apt,94,1,100,2020-08-30,4.32,17,172
29509800,Logan Square Beauty with 2 Bedrooms,96064608,Matt,Logan Square,41.92621,-87.7112,Entire home/apt,104,3,46,2020-09-05,2.16,2,313
29513227,"2 BR Apt: walk to Wrigley, L stops and everything!",128259040,David,Lake View,41.95026,-87.6728,Entire home/apt,125,1,14,2019-04-21,0.62,1,0
